datetime,year,month,day,hour,weekday,temperature,humidity,rainfall,wind_speed,weather_state,electricity_demand,renewable_generation,transformer_load,risk_score,risk_level,district,upazila,area_type,substation_id,feeder_id,transformer_age,transformer_capacity,outage_history,maintenance_due,population_density,industrial_load_ratio
2026-04-14 10:00:00,2026,4,14,10,1,29.26,77.16,0.0,3.15,Sunny,193.53,200.33,72.76,47.45,Medium,Moulvibazar,Moulvibazar Sadar,Urban,SS_038,FDR_18,6,250,5,No,5685,0.46
2026-04-14 12:00:00,2026,4,14,12,1,31.58,75.07,0.0,3.47,Sunny,200.92,209.73,75.13,62.9,High,Sylhet,Kanaighat,Rural,SS_011,FDR_06,9,350,3,Yes,1180,0.23
2026-04-14 14:00:00,2026,4,14,14,1,33.07,72.01,0.0,3.59,Sunny,201.22,214.76,75.95,51.18,Medium,Sylhet,Companiganj,Rural,SS_023,FDR_10,11,250,7,Yes,1851,0.06
2026-04-14 16:00:00,2026,4,14,16,1,33.71,69.81,0.0,3.91,Sunny,202.16,216.66,79.63,61.99,High,Habiganj,Bahubal,Rural,SS_038,FDR_09,13,200,2,Yes,1389,0.1
2026-04-14 18:00:00,2026,4,14,18,1,33.64,66.94,0.0,4.17,Sunny,214.12,229.81,77.36,61.34,High,Moulvibazar,Kamalganj,Rural,SS_043,FDR_11,18,400,1,Yes,755,0.22
2026-04-14 20:00:00,2026,4,14,20,1,32.24,65.45,0.0,3.78,Sunny,233.33,247.83,85.62,78.77,High,Moulvibazar,Moulvibazar Sadar,Urban,SS_026,FDR_18,23,200,4,Yes,8443,0.49
2026-04-14 22:00:00,2026,4,14,22,1,30.46,66.71,0.0,3.55,Sunny,227.4,251.88,84.73,66.6,High,Moulvibazar,Rajnagar,Rural,SS_033,FDR_20,7,300,4,Yes,981,0.2
2026-04-15 00:00:00,2026,4,15,0,2,28.31,67.9,0.0,2.94,Sunny,196.87,226.8,69.51,30.97,Medium,Moulvibazar,Rajnagar,Rural,SS_026,FDR_08,17,250,7,Yes,511,0.27
2026-04-15 02:00:00,2026,4,15,2,2,27.02,71.81,0.0,3.23,Sunny,172.14,200.67,64.72,20.68,Low,Habiganj,Nabiganj,Rural,SS_043,FDR_17,9,400,7,No,1406,0.18
2026-04-15 04:00:00,2026,4,15,4,2,26.38,74.09,0.0,3.51,Sunny,160.02,182.63,62.33,10.98,Low,Moulvibazar,Sreemangal,Rural,SS_050,FDR_17,25,350,4,Yes,1062,0.13
2026-04-15 06:00:00,2026,4,15,6,2,26.72,74.73,0.0,3.21,Sunny,162.52,177.53,64.05,18.15,Low,Moulvibazar,Barlekha,Rural,SS_022,FDR_18,18,350,6,Yes,923,0.25
2026-04-15 08:00:00,2026,4,15,8,2,27.8,76.01,0.0,3.61,Sunny,174.03,183.96,69.08,45.83,Medium,Sunamganj,Jagannathpur,Rural,SS_048,FDR_18,18,400,8,No,1499,0.07
2026-04-15 10:00:00,2026,4,15,10,2,29.58,73.4,0.0,3.29,Sunny,187.89,194.53,73.84,50.94,Medium,Habiganj,Madhabpur,Rural,SS_043,FDR_01,23,200,9,Yes,777,0.26
2026-04-15 12:00:00,2026,4,15,12,2,31.36,70.82,0.0,3.05,Sunny,193.39,204.04,73.56,60.72,High,Sylhet,Dakshin Surma,Rural,SS_002,FDR_18,7,200,7,No,1216,0.07
2026-04-15 14:00:00,2026,4,15,14,2,32.72,69.94,0.0,2.57,Sunny,192.73,207.32,74.63,50.01,Medium,Sylhet,Osmani Nagar,Urban,SS_014,FDR_15,8,300,9,No,7749,0.52
2026-04-15 16:00:00,2026,4,15,16,2,33.87,67.71,0.0,2.96,Sunny,195.04,209.5,77.19,59.49,Medium,Sylhet,Golapganj,Rural,SS_038,FDR_08,11,200,1,No,1117,0.26
2026-04-15 18:00:00,2026,4,15,18,2,33.62,64.43,0.0,3.45,Sunny,210.74,225.25,78.54,65.24,High,Sunamganj,Bishwamvarpur,Rural,SS_007,FDR_14,18,300,7,Yes,1441,0.21
2026-04-15 20:00:00,2026,4,15,20,2,32.32,64.79,0.0,3.81,Sunny,229.79,244.61,84.87,70.59,High,Sunamganj,Dowarabazar,Rural,SS_018,FDR_15,12,250,1,No,1667,0.18
2026-04-15 22:00:00,2026,4,15,22,2,30.38,64.39,0.0,3.95,Sunny,222.4,248.01,79.64,59.98,Medium,Sunamganj,Sullah,Rural,SS_013,FDR_03,5,250,8,No,1500,0.17
2026-04-16 00:00:00,2026,4,16,0,3,28.52,66.87,0.0,4.01,Sunny,192.21,221.91,69.56,33.16,Medium,Sylhet,Jaintiapur,Rural,SS_028,FDR_18,21,300,5,Yes,1429,0.08
2026-04-16 02:00:00,2026,4,16,2,3,26.79,68.93,0.0,3.45,Sunny,168.27,196.41,61.96,11.85,Low,Sylhet,Dakshin Surma,Rural,SS_039,FDR_10,23,200,8,Yes,1106,0.07
2026-04-16 04:00:00,2026,4,16,4,3,25.9,70.81,0.0,3.37,Sunny,156.04,177.93,62.62,7.71,Low,Sylhet,Beanibazar,Rural,SS_019,FDR_16,5,350,9,No,877,0.29
2026-04-16 06:00:00,2026,4,16,6,3,26.14,74.59,0.0,2.89,Sunny,156.02,172.46,63.64,14.28,Low,Sunamganj,Chhatak,Rural,SS_036,FDR_14,12,400,1,No,1766,0.07
2026-04-16 08:00:00,2026,4,16,8,3,27.5,75.17,0.0,2.86,Sunny,171.97,179.95,69.72,43.61,Medium,Habiganj,Chunarughat,Rural,SS_017,FDR_03,25,250,3,Yes,1630,0.02
2026-04-16 10:00:00,2026,4,16,10,3,29.13,74.38,0.0,2.99,Sunny,185.18,192.47,74.31,54.36,Medium,Moulvibazar,Kamalganj,Rural,SS_043,FDR_07,25,350,9,Yes,960,0.19
2026-04-16 12:00:00,2026,4,16,12,3,31.5,73.14,0.0,2.56,Sunny,190.06,200.75,74.3,52.72,Medium,Habiganj,Nabiganj,Rural,SS_018,FDR_17,14,400,6,Yes,664,0.18
2026-04-16 14:00:00,2026,4,16,14,3,33.31,70.58,0.0,2.78,Sunny,191.4,204.74,75.92,58.72,Medium,Habiganj,Habiganj Sadar,Urban,SS_049,FDR_06,23,350,0,Yes,12245,0.58
2026-04-16 16:00:00,2026,4,16,16,3,33.78,67.86,0.0,2.97,Sunny,194.93,207.85,73.89,59.19,Medium,Moulvibazar,Kamalganj,Rural,SS_019,FDR_13,18,400,7,Yes,680,0.09
2026-04-16 18:00:00,2026,4,16,18,3,33.4,67.26,0.0,2.88,Sunny,208.41,223.57,78.75,62.89,High,Moulvibazar,Moulvibazar Sadar,Urban,SS_049,FDR_16,16,350,9,No,8335,0.45
2026-04-16 20:00:00,2026,4,16,20,3,31.99,65.81,0.0,3.29,Sunny,226.87,242.2,85.79,74.26,High,Sunamganj,Sullah,Rural,SS_027,FDR_03,5,250,8,No,732,0.14
2026-04-16 22:00:00,2026,4,16,22,3,30.01,67.85,0.0,3.22,Sunny,220.79,244.71,82.46,64.93,High,Moulvibazar,Kulaura,Rural,SS_025,FDR_07,22,400,2,Yes,779,0.26
2026-04-17 00:00:00,2026,4,17,0,4,28.06,70.71,0.0,3.08,Sunny,193.78,221.9,70.21,29.63,Low,Sylhet,Bishwanath,Rural,SS_031,FDR_12,19,300,8,Yes,1612,0.11
2026-04-17 02:00:00,2026,4,17,2,4,26.9,73.97,0.0,3.54,Sunny,169.38,197.34,63.69,15.5,Low,Sylhet,Sylhet Sadar,Urban,SS_043,FDR_05,17,350,6,No,7068,0.5
2026-04-17 04:00:00,2026,4,17,4,4,26.22,76.93,0.0,3.78,Sunny,156.29,178.23,62.83,13.02,Low,Moulvibazar,Barlekha,Rural,SS_022,FDR_20,20,350,4,Yes,1172,0.26
2026-04-17 06:00:00,2026,4,17,6,4,26.71,77.3,0.0,3.4,Sunny,157.45,174.21,60.1,9.42,Low,Sunamganj,Derai,Rural,SS_007,FDR_04,7,350,6,Yes,1113,0.27
2026-04-17 08:00:00,2026,4,17,8,4,27.59,78.18,0.0,3.09,Sunny,169.8,179.79,68.34,41.34,Medium,Moulvibazar,Juri,Rural,SS_025,FDR_20,7,250,9,No,1694,0.04
2026-04-17 10:00:00,2026,4,17,10,4,29.46,75.8,0.0,2.83,Sunny,180.51,189.85,72.35,45.05,Medium,Sylhet,Fenchuganj,Rural,SS_041,FDR_14,23,300,4,Yes,1118,0.06
2026-04-17 12:00:00,2026,4,17,12,4,31.4,73.25,0.0,2.61,Sunny,186.5,197.97,71.43,56.6,Medium,Sylhet,Dakshin Surma,Rural,SS_044,FDR_02,5,400,9,No,1086,0.23
2026-04-17 14:00:00,2026,4,17,14,4,32.85,71.21,0.0,2.42,Sunny,187.33,201.19,74.03,56.37,Medium,Moulvibazar,Rajnagar,Rural,SS_042,FDR_02,8,300,10,No,568,0.17
2026-04-17 16:00:00,2026,4,17,16,4,33.81,66.82,0.0,2.36,Sunny,191.88,203.93,74.39,65.19,High,Sunamganj,Dakshin Sunamganj,Rural,SS_019,FDR_11,13,200,7,Yes,654,0.04
2026-04-17 18:00:00,2026,4,17,18,4,33.81,65.84,0.0,2.75,Sunny,208.0,222.08,77.78,69.81,High,Habiganj,Habiganj Sadar,Urban,SS_030,FDR_12,22,300,1,Yes,18474,0.53
2026-04-17 20:00:00,2026,4,17,20,4,32.4,65.61,0.0,2.78,Sunny,227.02,240.98,84.97,75.54,High,Sylhet,Sylhet Sadar,Urban,SS_027,FDR_04,14,250,10,Yes,5609,0.46
2026-04-17 22:00:00,2026,4,17,22,4,30.5,65.12,0.0,3.22,Sunny,218.65,243.73,81.04,63.53,High,Sylhet,Kanaighat,Rural,SS_042,FDR_04,9,350,6,No,1072,0.01
2026-04-18 00:00:00,2026,4,18,0,5,28.43,67.35,0.0,3.62,Sunny,189.07,218.19,70.16,39.87,Medium,Sunamganj,Bishwamvarpur,Rural,SS_013,FDR_04,17,350,4,Yes,934,0.19
2026-04-18 02:00:00,2026,4,18,2,5,26.94,68.87,0.0,3.75,Sunny,163.29,191.28,59.8,17.78,Low,Moulvibazar,Moulvibazar Sadar,Urban,SS_022,FDR_05,11,400,3,Yes,19064,0.6
2026-04-18 04:00:00,2026,4,18,4,5,26.48,71.91,0.0,3.86,Sunny,148.11,169.83,58.24,12.97,Low,Sunamganj,Bishwamvarpur,Rural,SS_004,FDR_05,10,350,4,No,630,0.14
2026-04-18 06:00:00,2026,4,18,6,5,26.83,73.85,0.0,3.25,Sunny,147.92,162.69,62.12,26.55,Low,Sunamganj,Jamalganj,Rural,SS_004,FDR_16,25,350,0,Yes,721,0.15
2026-04-18 08:00:00,2026,4,18,8,5,28.19,72.97,0.0,2.77,Sunny,160.82,168.75,66.46,40.86,Medium,Sunamganj,Jagannathpur,Rural,SS_019,FDR_15,24,400,8,Yes,703,0.24
2026-04-18 10:00:00,2026,4,18,10,5,29.64,72.96,0.0,3.21,Sunny,173.39,179.69,72.09,52.76,Medium,Sylhet,Golapganj,Rural,SS_021,FDR_14,18,300,1,No,1266,0.29
2026-04-18 12:00:00,2026,4,18,12,5,31.7,70.87,0.0,2.75,Sunny,177.68,187.6,69.56,45.27,Medium,Habiganj,Shaistaganj,Rural,SS_043,FDR_04,22,350,5,Yes,1862,0.28
2026-04-18 14:00:00,2026,4,18,14,5,33.16,69.53,0.0,2.36,Sunny,179.08,190.13,70.56,47.33,Medium,Sylhet,Companiganj,Rural,SS_036,FDR_12,8,200,5,No,1675,0.07
2026-04-18 16:00:00,2026,4,18,16,5,33.83,66.96,0.0,2.79,Sunny,182.66,194.55,72.07,56.89,Medium,Sunamganj,Bishwamvarpur,Rural,SS_045,FDR_10,10,300,4,Yes,871,0.26
2026-04-18 18:00:00,2026,4,18,18,5,33.58,64.74,0.0,2.48,Sunny,195.73,209.94,73.17,56.82,Medium,Sunamganj,Dakshin Sunamganj,Rural,SS_047,FDR_11,16,400,4,Yes,607,0.05
2026-04-18 20:00:00,2026,4,18,20,5,32.48,62.85,0.0,2.19,Sunny,213.44,227.67,79.67,60.64,High,Habiganj,Lakhai,Rural,SS_019,FDR_19,18,350,1,Yes,1131,0.01
2026-04-18 22:00:00,2026,4,18,22,5,30.5,64.56,0.0,1.9,Sunny,206.71,229.1,75.07,45.08,Medium,Habiganj,Nabiganj,Rural,SS_009,FDR_13,18,400,2,No,1524,0.17
2026-04-19 00:00:00,2026,4,19,0,6,28.61,66.53,0.0,2.07,Sunny,179.67,205.82,65.14,22.0,Low,Sylhet,Kanaighat,Rural,SS_027,FDR_10,17,200,10,Yes,1165,0.05
2026-04-19 02:00:00,2026,4,19,2,6,27.26,69.33,0.0,2.5,Sunny,156.63,181.0,60.73,12.57,Low,Habiganj,Madhabpur,Rural,SS_015,FDR_11,14,250,5,Yes,1796,0.03
2026-04-19 04:00:00,2026,4,19,4,6,26.41,73.41,0.0,2.47,Sunny,145.23,165.52,56.93,1.31,Low,Moulvibazar,Juri,Rural,SS_049,FDR_03,24,250,2,No,1786,0.15
2026-04-19 06:00:00,2026,4,19,6,6,26.77,75.76,0.0,2.55,Sunny,146.72,161.61,60.79,23.28,Low,Sunamganj,Dakshin Sunamganj,Rural,SS_031,FDR_15,19,300,1,No,1711,0.02
2026-04-19 08:00:00,2026,4,19,8,6,27.9,75.32,0.0,2.62,Sunny,156.09,164.77,66.28,43.17,Medium,Sylhet,Gowainghat,Rural,SS_048,FDR_02,23,350,8,No,1670,0.2
2026-04-19 10:00:00,2026,4,19,10,6,29.58,74.23,0.0,2.36,Sunny,165.53,174.13,66.0,45.89,Medium,Moulvibazar,Barlekha,Rural,SS_029,FDR_17,12,400,7,No,1245,0.11
2026-04-19 12:00:00,2026,4,19,12,6,31.42,71.84,0.0,2.36,Sunny,171.21,180.95,65.81,38.75,Medium,Sylhet,Dakshin Surma,Rural,SS_039,FDR_05,13,300,10,Yes,1859,0.04
2026-04-19 14:00:00,2026,4,19,14,6,32.93,70.59,0.0,2.72,Sunny,172.94,185.5,67.23,42.93,Medium,Sunamganj,Dakshin Sunamganj,Rural,SS_042,FDR_14,21,400,1,Yes,1242,0.09
2026-04-19 16:00:00,2026,4,19,16,6,33.99,66.97,0.0,3.06,Sunny,175.31,186.97,68.04,53.49,Medium,Habiganj,Lakhai,Rural,SS_039,FDR_13,24,250,2,Yes,1918,0.23
2026-04-19 18:00:00,2026,4,19,18,6,33.83,63.85,0.0,2.98,Sunny,188.0,200.49,72.57,56.5,Medium,Sylhet,Companiganj,Rural,SS_020,FDR_16,22,250,3,Yes,1668,0.3
2026-04-19 20:00:00,2026,4,19,20,6,32.47,62.88,0.0,2.87,Sunny,205.95,219.36,79.91,60.91,High,Sunamganj,Bishwamvarpur,Rural,SS_024,FDR_18,25,200,7,Yes,1556,0.26
2026-04-19 22:00:00,2026,4,19,22,6,30.42,65.13,0.0,2.67,Sunny,202.0,223.34,78.01,47.41,Medium,Sylhet,Fenchuganj,Rural,SS_004,FDR_13,5,400,6,No,1290,0.3
2026-04-20 00:00:00,2026,4,20,0,0,28.38,66.15,0.0,3.19,Sunny,183.64,206.83,67.28,24.33,Low,Sylhet,Sylhet Sadar,Urban,SS_029,FDR_20,9,200,7,No,5311,0.45
2026-04-20 02:00:00,2026,4,20,2,0,27.05,69.47,0.0,3.37,Sunny,167.72,188.89,63.89,11.61,Low,Sylhet,Osmani Nagar,Urban,SS_005,FDR_04,24,350,7,Yes,5269,0.53
2026-04-20 04:00:00,2026,4,20,4,0,26.31,73.03,0.0,3.07,Sunny,157.24,175.73,60.6,15.54,Low,Sunamganj,Chhatak,Rural,SS_033,FDR_17,21,400,8,Yes,1462,0.01
2026-04-20 06:00:00,2026,4,20,6,0,26.48,74.53,0.0,3.3,Sunny,159.49,173.02,65.08,20.85,Low,Sunamganj,Dakshin Sunamganj,Rural,SS_035,FDR_11,6,250,5,No,1902,0.14
2026-04-20 08:00:00,2026,4,20,8,0,27.83,75.42,0.0,3.53,Sunny,172.87,181.13,67.97,33.97,Medium,Moulvibazar,Barlekha,Rural,SS_033,FDR_13,15,400,4,Yes,574,0.23
2026-04-20 10:00:00,2026,4,20,10,0,29.45,74.04,0.0,3.68,Sunny,188.97,194.0,73.89,62.73,High,Sylhet,Golapganj,Rural,SS_032,FDR_16,15,300,2,No,1563,0.08
2026-04-20 12:00:00,2026,4,20,12,0,31.21,71.9,0.0,3.44,Sunny,196.96,204.74,74.15,57.32,Medium,Sunamganj,Dharmapasha,Rural,SS_046,FDR_14,19,250,9,Yes,1219,0.13
2026-04-20 14:00:00,2026,4,20,14,0,33.03,70.39,0.0,3.45,Sunny,198.72,211.36,73.43,57.47,Medium,Sylhet,Fenchuganj,Rural,SS_011,FDR_01,21,250,10,Yes,1888,0.23
2026-04-20 16:00:00,2026,4,20,16,0,33.51,66.36,0.0,3.61,Sunny,199.9,214.24,76.73,60.62,High,Sunamganj,Dowarabazar,Rural,SS_037,FDR_05,19,400,1,Yes,1143,0.19
2026-04-20 18:00:00,2026,4,20,18,0,33.18,63.73,0.0,3.7,Sunny,212.1,228.38,77.94,57.83,Medium,Sylhet,Companiganj,Rural,SS_045,FDR_16,24,250,4,Yes,651,0.14
2026-04-20 20:00:00,2026,4,20,20,0,32.31,63.4,0.0,3.11,Sunny,232.49,247.15,84.9,64.75,High,Sunamganj,Dharmapasha,Rural,SS_012,FDR_12,10,400,10,Yes,911,0.24
2026-04-20 22:00:00,2026,4,20,22,0,30.29,64.82,0.0,2.94,Sunny,226.43,252.18,79.56,59.19,Medium,Habiganj,Habiganj Sadar,Urban,SS_034,FDR_14,17,350,7,No,6208,0.43
2026-04-21 00:00:00,2026,4,21,0,1,28.34,67.9,0.0,2.8,Sunny,199.76,228.26,71.32,40.68,Medium,Sylhet,Jaintiapur,Rural,SS_034,FDR_05,6,300,1,Yes,1160,0.28
2026-04-21 02:00:00,2026,4,21,2,1,26.66,72.27,0.0,2.87,Sunny,176.07,202.55,69.26,23.06,Low,Sunamganj,Sunamganj Sadar,Urban,SS_033,FDR_06,22,400,1,No,7526,0.43
2026-04-21 04:00:00,2026,4,21,4,1,26.08,75.85,0.0,2.74,Sunny,165.33,187.04,61.74,19.81,Low,Sunamganj,Tahirpur,Rural,SS_027,FDR_20,11,200,9,Yes,1784,0.16
2026-04-21 06:00:00,2026,4,21,6,1,26.49,76.43,0.0,2.55,Sunny,167.09,182.98,67.08,21.6,Low,Sylhet,Gowainghat,Rural,SS_022,FDR_20,19,250,3,Yes,1971,0.1
2026-04-21 08:00:00,2026,4,21,8,1,28.01,75.85,0.0,2.56,Sunny,181.19,189.66,70.11,38.11,Medium,Sylhet,Companiganj,Rural,SS_004,FDR_10,9,350,1,No,1356,0.07
2026-04-21 10:00:00,2026,4,21,10,1,29.98,73.38,0.0,2.5,Sunny,194.08,202.26,75.58,56.73,Medium,Sylhet,Dakshin Surma,Rural,SS_006,FDR_13,20,400,0,Yes,993,0.06
2026-04-21 12:00:00,2026,4,21,12,1,31.71,69.9,0.0,2.62,Sunny,201.3,211.28,77.61,66.8,High,Sylhet,Bishwanath,Rural,SS_049,FDR_13,13,300,5,Yes,604,0.17
2026-04-21 14:00:00,2026,4,21,14,1,33.03,67.81,0.0,2.29,Sunny,202.35,215.1,80.09,67.39,High,Habiganj,Baniachang,Rural,SS_024,FDR_11,8,400,6,No,795,0.06
2026-04-21 16:00:00,2026,4,21,16,1,33.79,65.51,0.0,2.01,Sunny,202.71,217.33,76.63,60.55,High,Moulvibazar,Kamalganj,Rural,SS_011,FDR_13,24,400,5,Yes,1112,0.18
2026-04-21 18:00:00,2026,4,21,18,1,33.52,64.02,0.0,2.25,Sunny,215.8,230.79,79.73,60.42,High,Sylhet,Kanaighat,Rural,SS_002,FDR_20,14,350,10,Yes,1842,0.23
2026-04-21 20:00:00,2026,4,21,20,1,32.45,63.91,0.0,2.66,Sunny,235.98,251.2,87.47,79.15,High,Moulvibazar,Sreemangal,Rural,SS_037,FDR_04,12,250,0,Yes,1142,0.13
2026-04-21 22:00:00,2026,4,21,22,1,30.49,64.17,0.0,2.74,Sunny,230.08,255.93,84.22,64.71,High,Moulvibazar,Moulvibazar Sadar,Urban,SS_031,FDR_17,15,350,10,Yes,7837,0.49
2026-04-22 00:00:00,2026,4,22,0,2,28.52,66.88,0.0,2.98,Sunny,201.11,231.01,71.94,35.45,Medium,Moulvibazar,Kamalganj,Rural,SS_015,FDR_10,22,300,4,Yes,1913,0.21
2026-04-22 02:00:00,2026,4,22,2,2,26.83,69.58,0.0,3.42,Sunny,177.51,204.39,67.94,22.58,Low,Sylhet,Fenchuganj,Rural,SS_003,FDR_10,9,200,4,Yes,1405,0.2
2026-04-22 04:00:00,2026,4,22,4,2,26.27,71.63,0.0,3.64,Sunny,162.63,184.64,61.04,16.17,Low,Moulvibazar,Juri,Rural,SS_034,FDR_08,6,250,10,Yes,1346,0.1
2026-04-22 06:00:00,2026,4,22,6,2,26.51,74.38,0.0,3.12,Sunny,163.95,179.28,66.04,31.02,Medium,Sylhet,Gowainghat,Rural,SS_049,FDR_10,25,300,3,Yes,621,0.27
2026-04-22 08:00:00,2026,4,22,8,2,27.48,75.4,0.0,3.13,Sunny,177.53,187.74,68.27,44.2,Medium,Moulvibazar,Barlekha,Rural,SS_012,FDR_10,17,200,7,Yes,1663,0.18
2026-04-22 10:00:00,2026,4,22,10,2,29.67,73.8,0.0,3.05,Sunny,190.44,199.44,72.14,50.88,Medium,Sunamganj,Derai,Rural,SS_011,FDR_15,8,300,5,No,528,0.22
2026-04-22 12:00:00,2026,4,22,12,2,31.78,71.72,0.0,3.29,Sunny,194.93,207.04,77.02,57.89,Medium,Habiganj,Madhabpur,Rural,SS_009,FDR_16,8,300,2,No,513,0.08
2026-04-22 14:00:00,2026,4,22,14,2,33.1,69.73,0.0,3.67,Sunny,195.68,208.44,76.07,61.36,High,Habiganj,Bahubal,Rural,SS_011,FDR_13,19,400,4,No,1940,0.23
2026-04-22 16:00:00,2026,4,22,16,2,33.95,67.25,0.0,3.95,Sunny,198.29,212.97,75.42,56.35,Medium,Sunamganj,Jagannathpur,Rural,SS_049,FDR_18,22,250,7,Yes,1893,0.23
2026-04-22 18:00:00,2026,4,22,18,2,33.84,63.8,0.0,3.66,Sunny,213.22,228.62,77.26,62.99,High,Moulvibazar,Moulvibazar Sadar,Urban,SS_011,FDR_11,22,400,2,Yes,16145,0.44
2026-04-22 20:00:00,2026,4,22,20,2,32.55,62.22,0.0,3.5,Sunny,234.05,248.76,86.01,67.03,High,Sylhet,Osmani Nagar,Urban,SS_026,FDR_09,14,200,0,No,14475,0.41
2026-04-22 22:00:00,2026,4,22,22,2,30.56,64.34,0.0,3.42,Sunny,225.55,252.24,81.16,53.46,Medium,Moulvibazar,Sreemangal,Rural,SS_047,FDR_14,9,300,10,No,1283,0.13
2026-04-23 00:00:00,2026,4,23,0,3,26.37,71.53,6.78,4.98,Rainy,198.38,227.88,72.79,47.19,Medium,Moulvibazar,Sreemangal,Rural,SS_020,FDR_15,5,400,0,No,1276,0.25
2026-04-23 02:00:00,2026,4,23,2,3,23.29,78.22,9.46,5.76,Rainy,179.51,206.22,69.11,44.33,Medium,Habiganj,Chunarughat,Rural,SS_007,FDR_20,11,200,1,No,1876,0.21
2026-04-23 04:00:00,2026,4,23,4,3,21.45,85.8,8.63,6.47,Rainy,168.33,188.19,64.26,38.63,Medium,Sunamganj,Sunamganj Sadar,Urban,SS_021,FDR_08,24,300,10,Yes,15816,0.5
2026-04-23 06:00:00,2026,4,23,6,3,21.24,90.25,9.59,7.16,Rainy,173.2,188.44,65.19,41.59,Medium,Sylhet,Zakiganj,Rural,SS_045,FDR_14,21,350,5,Yes,1270,0.06
2026-04-23 08:00:00,2026,4,23,8,3,22.23,92.74,11.88,7.34,Rainy,187.54,196.88,72.89,65.49,High,Sylhet,Companiganj,Rural,SS_022,FDR_03,13,350,3,No,689,0.16
